"","1571__47877_1661032","28038__850_305719","1681__488_143393","104663__1467_487698","147802__53408_421767","59310__285_191295","1311__28111_47879","1010__41276_999468","28130__76517_386414","1613__1308_118748","157687__29466_228604","45067__1547_239974","202611__1401_290588","529__294_587753","100884__1280_1282","108980__820_28116","28091__1267_216935","28446__516075_1844653","1755629__52226_1746653","1379__52787_56810","1144673__40216_216778","187452__136857_626932","225991__290309","310514__351091_1755626","370979__490189","1034636__588_1670","28454__1113609","28090__271420","38304__40518_441500","70775__29461_35833","41276__999468","850__305719","488__143393","33035__1710_43131","1559__36745","76517__386414","28137__1535_589437","53408__421767","1611423__40214_153721","585__33935_626931","34087__196024","38986__1472_179995","184870__40681_454155","1597__78342_82135","13690__39497_88688","243924__1453492","471__106654","33029__187491","173480__1661050","1401__290588","28025__29355_43675","860__726_28037","36874__1260_1859290","1547__239974","47877__1661032","28127__1506_169435","80866__293_32013","103892__1633_1685","33031__291644_871324","1254__1582_2741","1467__487698","245__588932","1408__40324_308892","1725__1487956","29430__202956","384638__470_582","376804__35825_45851","41976__102862","28118__1687_437898","76759__83263","1504__39489","285__191295","48296__487316","40216__216778","516075__1844653","216947__423605","52226__1746653","28132__199_39778","1280__1282","1727__191493","1267__216935","52787__56810","905__237258_328814","294__587753","33034__1827099","1590__483012","29461__35833","1710__43131","1472__179995","136857__626932","1646377__29348_34038","1358__1515_46228","33935__626931","39497__88688","40681__454155","29466__228604","1303__729_60133","588__1670","33039__387661","28128__53363","29355__43675","351091__1755626","328812__1691_28026","820__28116","208479__358742","584__39485_204516","228603__1902_387090","1582__2741","726__28037","40214__153721","309120__287_251535","1260__1859290","470__582","293__32013","1623__138595","1687__437898","199__39778","29552__284042_1161942","291644__871324","40324__308892","45254__166486","1506__169435","214856__36848_328813","237258__328814","317__122355_1463864","28125__28136","53440__189722","78342__82135","33069__882211_1463837","33038__879_69825","729__60133","1308__118748","1902__387090","1691__28026","1735__78346","35825__45851","38288__1630_165179","589436__839_77095","287__251535","40518__441500","39485__204516","329854__452084","284042__1161942","1535__589437","1680__216816_536633","2139__44749","1633__1685","626930__823_47678","122355__1463864","163202__310297","28111__47879","882211__1463837","29348__34038","1515__46228","301301__1584_39484","341225__310298_454154","36848__328813","879__69825","216816__536633","39029__187327","246787__840_1113922","823__47678","1265__39492_46503","310298__454154","2088__817_46506","57706__818_487175","163877__40520_239935","39492__46503","671267__28117_397865","817__46506","67269__821_33043","40520__239935","818__487175","28117__397865","821__33043","1630__165179","907__218538","261299__574375","839__77095","79883__84032","840__1113922","1584__39484","28129__477666"
"ERR1843542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123300037317226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903803340008536,0,0,0,0,0,0,0,0,5.01847290167897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90402319673549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.71382709621073,0,0,0,0,0.0763132326465865,0,0,0,-5.02991572310445,-5.57967252352045,0,0,0,0,0,0
"ERR1843544",0,0,0,0,0,0,0,0,0,-2.50215406360643,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31198739482103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.73653044185771,0,0,0,-2.46373701849389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33385796653126,0,0,0,0,0,0,0,0,4.26731769251968,0,0,0,-2.28840780204368,0,0,0,0,-5.06400064162414,0,0,0,0,0,-2.30815504194108,0,0,-3.96363858157668,0,0,0,0,3.99784180438822,0,0,-2.61854155632872,0,0,0,-2.54048716079349,4.53544701729183,0,0,4.40025283847073,0,0,0,0,0,0,0,0
"ERR1843555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4750241372053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.01891836316778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99010983291529,-3.1520267531313,0,0,0,0,0,0,0,0,0,0,0,0,-5.17902215082057,0,0,0,0,0,0,0,-2.48541341615251,0,0,0,-1.76293163039311,4.30486231458947,0,0,-3.0534871541111,0,0,1.39025271770141,0,0,0,0,0
"ERR1843556",0,0,0,0,0,0,0,0,0,-2.24027342403411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3661362907204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80452153018938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64469291798716,0,3.88026739327338,0,-4.85757378120883,0,0,0,0,0,0,0,0,0,0,-1.39648772133859,0,-4.0982682731603,0,0,0,0,0,0,0,0,0,0,0,-1.7447637607206,0,0,0,0,0,0,0,-3.15346887141217,0,0,0,0,5.46196830537276,0,0,0,0,0,0,0,0,0,0,0
"ERR1843558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8509138357947,0,0,0,0,0,0,0,-5.65836113632288,0,0,0,0,-3.37942199486604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.934858008211541,0,4.93792761159749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85333059532376,0,0,0,0,0,0,0,-2.41574453693544,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18419227607913,-2.57638650901421,0,0,0,-2.37916153013106,4.46243233354762,-5.07071218418099,0,0,-4.1208286496003,0,-0.394285075990341,0,0,0,0,0,0,0,0,0
"ERR1843561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50025151460389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.06261346256385,-2.44858162983002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1348374848393,0,0,0,-4.2410677893454,0,0,0,0,0,0,0,0,0,0,-2.65893549944935,0,0,-2.12560372182099,0,0,0,0,0,0,0,0,0,-3.69764698964423,-4.60541137909479,0,0,-3.68165364295146,-2.30080389861712,0,0,0,-2.86282855600249,-3.98510925065741,0,0,-2.5785343688868,4.95856451235536,0,0,4.46615253597448,0,0,0,0,0,0,0,0
"ERR1843567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77736263565246,0,0,0,0,0,0,0,-6.08021354847862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12617727390627,0,4.81053319599347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60535654332265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3223803918192,0,0,0,0,0,0,0,0,0,0,0,0,-4.51260990486685,-4.02248083313258,0,0,0,-2.35144874044583,0,0,0,-2.33425681982182,4.07282868984601,-2.3486328951504,0,0,4.04305140984553,0,4.06795150272808,0,0,-4.30131565438029,0,0,0,0,0,0
"ERR1843572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27799199688038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8027390712257,0,0,0,0,0,0,0,0,0,-5.67764868540099,0,0,0,-2.50417111280899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33735159823146,0,0,0,-2.39677672912625,0,0,0,0,0,0,0,0,0,0,-2.28605004048259,0,0,-4.15133906924541,-5.26065476545564,0,0,0,3.95955481876073,-2.30382831279803,0,-2.60216831649473,0,0,-3.99034768968186,-2.29086681751613,4.50708773401485,0,0,3.96789772131156,0,0,0,0,0,0,0,0
"ERR1843577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60986103484318,0,0,0,0,0,0,0,-4.7214175366701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565436656465468,0,-4.52041191304267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85610710538717,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30979235145034,-2.42346634903209,0,0,-2.34442069514959,0,-4.19756684695703,0,0,-3.24838605096088,0,4.06065575831504,0,5.62636968286228,0,0,0,0,0,0,0,0
"ERR1843582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45800630593299,0,0,0,0,0,0,0,-5.63360105451615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39702636218029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.702574798577673,0,4.25739180720063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15177144637826,-2.88427349081474,0,0,0,0,0,0,0,0,-4.33440039801721,0,0,0,0,0,0,0,0,5.01600863660574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58008814844235,0,0,0,4.46884376110846,-4.99570822901518,-4.97692992065188,0,0,0,0,0,0
"ERR1843585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28395348653285,0,0,0,0,0,0,0,-3.04095659237816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46326218312639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2670913216105,0,0.843722131335703,0,-5.26302839232775,0,0,0,0,0,0,0,0,0,0,0,-2.51888835496416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336855177448613,0,-4.36284260939151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80933323460005,0,-3.23134062823876,0,0,-4.86590789771911,5.59684614467107,0,0,0,0,0,0,0,0
"ERR1843592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.90843586344534,0,0,0,0,0,0,0,-3.09634372304896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.36302464601778,0,0.51137590347769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53067349070005,0,-2.85512725834137,0,0,0,0,0,0,0,-2.30114652501819,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98570269699207,0,0,0,-2.85653724709601,0,0,0,0,4.94766764568322,0,0,-2.84191937641965,0,0,0,4.9223487509733,-4.94522547352209,-4.11398996160887,0,0,0,0,0,0
"ERR1843609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38595187345632,0,0,0,0,0,0,0,-4.59750711949239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.769462216144781,0,4.1325898692405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.14638529352753,0,0,0,0,0,0,0,0.850998157477108,-2.26164492844688,-2.03260531959181,0,0,-2.3694634850778,3.91728392475047,-2.84948776220831,0,3.5205756852678,4.10403114283397,4.93545757969055,0,0,0,0,0,0,0,0
"ERR1843612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15810167348397,0,-2.6056072161423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42606421652839,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86830189867415,0,6.30649363866418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31208837771737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51304408292656,-2.93894376327017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20206648545195,0,0,0,0,0,-5.09039991857161,0,0,0,0,0,0,0,0,0,0,2.72584589315131,0,-4.9680446199499,0,0,0,0,0,0,0,0,0,0,0,5.18063882946624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1843616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94282431736364,0,0,0,0,0,0,0,-5.42906705103963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.381453874615377,0,-3.36507042785414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15820127383336,0,-2.5578125398059,0,0,0,0,0,0,4.19550446737223,0,0,0,0,0,4.37378157865818,4.43026127518062,0,0,0,0,0,0,-2.74411434950213,0,-2.16595007786003,0,0,-4.75294547511652,3.75153558151134,0,0,0,0,0,0,0,0
"ERR1843617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4310741242284,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60091781636898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50492180426218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29395635665995,4.2107439001296,0.867995182445334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97324896008063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5229938996933,0,0,0,0,-4.11555662680989,0,0,0,0,0,0,0,0,0,0,-2.44687148714899,0,0,0,4.23810573533367,0,0,0,0,0,0,0,0
"ERR1843624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.72684715167164,0,0,0,0,-2.75578642132918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19099172151599,0,0,0,-2.43185820376367,0,0,0,0,0,0,0,0,0,0,0,-2.7113932437899,0,0,0,0,0,0,0,0,0,0,0,-2.43087705428732,0,0,0,0,0,0,0,0,0,4.77316209655056,4.21210196572187,0,-4.69627085754309,0,0,0,0,0,0,-4.40009534285218,0,0,0,0,0,0,0,-4.21040256497901,0,0,0,0,-2.66985807521748,0,0,0,0,4.62432983527473,0,0,-2.68435356733479,0,0,0,4.64943676410261,0,0,0,0,0,0,0,0
"ERR1843630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67025892586042,0,0,0,0,0,0,0,-2.74646508568082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.70715717020873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05089987626199,-1.74560958627812,0,0,0,0,0,0,0,0,0,-4.75701706961318,0,-2.89297332138567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98853598280836,0,-2.95688295530703,0,0,0,0,0,3.55226278692249,3.023484493613,0,0,0,0,-0.523732392116473,0,0,0,0,0,0,0,-2.64414851699334,0,0,0,-2.1522887602398,4.57979957419037,0,0,3.72787348529476,0,0,0,0,0,0,0,0
"ERR1843649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.02045547858662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.875850682164608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169784895953069,0,0,0,0,0,0,0,0,0,-2.3263601769991,0,0,0,0,0,0,0,-2.25988792435466,-3.86051111869224,0,0,0,0,0,0,0,0,0,0,0,0,-3.91424070439365,0,0,0,0,0,0,0,-2.49609935719639,0,-2.47387173286249,0,0,-4.32337090740416,0,-4.28487153272629,0,-4.02937402326737,0,0,0,0,0,0,0
"ERR1843650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65903332866205,0,0,0,0,0,0,0,-5.63586325260467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442705085317503,0,4.60558082426166,0,-2.58986071761718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04410634886115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48577034743974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39206896625421,-5.2725468598705,0,0,0,0,0,0,-4.14318498476105,-2.37997985019508,0,0,0,0,-4.12224602152804,-2.37095852441227,0,0,0,4.10662062692059,0,0,0,0,0,0,0,0
"ERR1843653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.58771288498824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62392297673086,0,0,0,0,0,0,0,0,5.37477152990325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55591727994955,0,0,0,0,0,0,0,-2.21485795870932,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.83624651603284,0,0,0,-2.2028760391475,0,0,0,-2.35004721707714,3.81549322257956,0,0,-2.3560592964203,4.07040118016345,0,0,-4.08081440704493,-4.42697858881586,-5.88441855512849,0,0,0,0,0,0
"ERR1843655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961548219620064,0,0,0,0,0,0,0.0352669450547171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25681071975702,-2.33071191387409,0,0.389294816132308,0,0,0,0,0,0,0,0,-0.331420963876221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03691145263602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1843656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27127311924005,0,0,0,0,0,0,0,-5.78517853459241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05058682561365,0,-3.93396044038921,0,-2.65057214079622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22439652094498,0,0,0,0,0,0,0,0,0,0,4.59092561698566,0,0,0,0,0,0,-2.23360638312173,0,0,0,0,0,0,0,0,0,-3.85276779045616,0,0,0,-3.86871973967699,0,0,0,0,-2.21971521860245,0,0,0,-2.96306051513458,3.84465953695329,0,0,5.1321713581143,0,-4.77637318685066,0,0,0,0,0,0
"ERR1843669",0,0,0,0,0,0,-2.55510215284703,0,0,0,0,0,0,0,0,-4.94493816586478,0,0,0,0,0,0,0,-2.93944795857126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.09127321045005,0,0.253576067939685,0,-2.59481441460987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49094183856903,0,0,0,-2.47632759769872,0,0,0,0,0,0,0,0,5.40377840461751,0,0,-4.4943504023164,0,0,0,0,0,0,0,4.31443782310059,0,4.42556674725968,4.28912521539916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71536381391478,0,0,0,4.7031480867344,0,0,0,0,0,0,0,0
"ERR1843671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43003069005177,0,0,0,0,0,0,0,-5.1386379452935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00099398884628,0,4.20893661912132,0,-2.15373667892896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73038135402963,0,0,0,0,0,0,-2.37532335263684,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11418073117185,0,0,0,-2.22528702111201,0,0,-5.22349931300708,0,-2.49353922202891,0,3.85431018198961,-1.1855152769069,4.31893662321985,0,0,0,0,0,0,0,0
"ERR1843677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.53694145974302,0,0,0,0,0,0,0,-5.15432981564542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65419871532503,0,0,0,0,0,0,0,0,0,0,-0.866700610167991,0,0.962611473869069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59720702832699,0,0,0,0,0,0,0,0,0,0,0,-2.76874503976232,-2.33171216360066,-2.76777406176561,0,0,-4.79560708207265,-3.23091849541266,-4.79392529884932,4.0386439359827,0,5.59611498916872,0,0,0,0,0,0,0,0
"ERR1843685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76319634072914,-1.57508496876478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72812719213864,0,0,0,-1.2851284902016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22590783928345,2.71603924617933,0,0,0,0,0,-1.33788059287492,0,0,0,0,0,0,0,0,0,0,0,-2.31727716131974,0,-2.31727716131974,0,0,0,0,-1.2851284902016,0,0,0,-2.07752803149569,2.22590783928345,0,0,3.59838410469909,0,0,0,0,0,0,0,0
